publicationNumber,applicationDate,publicationDate,priorityCountryRegion,supplementaryPriorityCountryRegion,numberOfInventors,IPC,numberOfClaims,numberOfPagesOfDocuments,numberOfCitedPatents,numberOfPatentsCitedBy,numberOfNonPatentLiteratureCitations,patsnapFamilyPatentApplicationNumber,patSnapFamilyCitedPatentTotal,numberOfCitationsWithin3Years,numberOfCitationsWithin5Years,inpadocFamilyPatentApplicationNumber,simpleFamilyCitedPatentTotal,currentNumberOfApplicantsPatentees,simpleFamilyPatentApplicationNumber,legalStatusEvent,patentType
CN104156593B,2014/8/8,2017/4/19,-,CN,7,G06F19/00,3,28,4,0,1,1,17,0,0,1,17,1,1,未缴年费,授权发明
RU2634018C1,2016/12/6,2017/10/23,-,RU,3,C10B53/06,-,8,5,0,1,1,0,0,0,1,0,1,1,未缴年费,授权发明
CN109427018A,2017/9/5,2019/3/5,-,CN,4,G06Q50/02,10,11,3,0,1,1,0,0,0,1,0,2,1,授权,发明申请
CN110410063A,2019/1/28,2019/11/5,-,CN,4,E21B49/00 | E21B47/00,8,12,0,4,0,3,12,4,4,3,12,1,3,撤回-视为撤回,发明申请
CN106437633B,2016/11/29,2017/6/27,-,CN,5,E21B43/00,5,7,5,2,0,1,10,0,2,1,10,1,1,授权,授权发明
CN106279524B,2015/6/29,2018/12/28,-,CN,7,C08F220/56 | C08F220/34 | C08F126/02 | C09K8/74,14,10,7,0,0,1,2,0,0,1,2,2,1,授权,授权发明
CN110633451A,2018/6/22,2019/12/31,-,CN,10,G06F17/18 | G06F17/50,10,12,4,7,1,1,7,7,7,1,7,2,1,授权,发明申请
CN107633325B,2017/9/11,2020/5/8,-,CN,3,G06Q10/04 | G06Q10/06 | G06Q50/26 | G06F16/35,10,19,4,0,1,1,10,0,0,1,10,1,1,授权,授权发明
CN107064058B,2017/1/5,2020/8/21,-,CN,6,G01N21/39 | G01N21/3504,5,18,14,0,0,1,5,0,0,1,5,1,1,未缴年费,授权发明
CN108071389B,2017/12/10,2021/3/9,-,CN,8,E21B49/00,3,29,3,2,0,1,22,2,2,1,22,1,1,授权,授权发明
CN106190066A,2016/7/7,2016/12/7,-,CN,6,C09K8/18,8,9,8,1,4,1,1,1,1,1,1,1,1,驳回,发明申请
CN108105033B,2018/1/30,2019/6/14,-,CN,1,E21B43/24 | F03D9/11 | F22B1/28 | F28D15/02 | F28D20/00,6,14,6,0,0,2,2,0,0,1,0,1,1,授权 | 一案双申,授权发明
CN107239648B,2016/3/25,2020/7/10,-,CN,9,G06F30/20,8,17,5,0,7,1,5,0,0,1,5,2,1,授权,授权发明
CN112162000A,2020/8/24,2021/1/1,-,CN,5,G01N23/207 | G01N33/24 | G01N7/04 | G01N1/28,8,9,1,8,1,1,8,8,8,1,8,1,1,实质审查,发明申请
CN103267553B,2013/4/28,2015/9/2,-,CN,8,G01F22/02,3,7,5,0,0,1,7,0,0,1,7,1,1,未缴年费,授权发明
CN110656922A,2018/6/28,2020/1/7,-,CN,5,E21B47/00 | E21B49/00 | G06Q50/02,10,11,5,2,1,1,2,2,2,1,2,2,1,授权,发明申请
CN116241232A,2021/12/8,2023/6/9,-,CN,8,E21B47/00 | E21B43/30,11,15,3,0,0,1,0,0,0,1,0,2,1,实质审查,发明申请
CN104713802B,2015/4/1,2018/12/4,-,CN,4,G01N7/14,3,8,5,0,1,2,50,0,0,1,47,2,1,授权 | 一案双申 | 权利转移,授权发明
CN105969323B,2016/6/3,2019/1/18,-,CN,17,C09K8/12,2,14,5,0,0,1,9,0,0,1,9,2,1,授权 | 权利转移,授权发明
CN108587669B,2018/5/18,2019/11/26,-,CN,4,C10G1/00,3,5,5,0,0,1,4,0,0,1,4,1,1,未缴年费,授权发明
CN110863810B,2019/11/21,2020/8/18,-,CN,4,E21B43/26 | E21B49/00 | E21B47/00 | G06F30/20 | G06F111/10,8,17,8,0,3,1,4,0,0,1,4,1,1,授权,授权发明
CN109100259B,2018/8/29,2020/11/13,-,CN,7,G01N7/16,5,8,8,0,0,1,5,0,0,1,5,1,1,授权,授权发明
CN213775331U,2020/10/30,2021/7/23,-,CN,12,E21B41/02 | F04B49/06 | F04B49/08 | F04B49/02 | F04B49/22,6,7,1,2,0,1,2,2,2,1,2,2,1,授权,实用新型
CN113863914A,2021/11/4,2021/12/31,-,CN,10,E21B43/263 | E21B43/267,10,10,11,4,1,1,4,4,4,1,4,1,1,实质审查,发明申请
KR101415197B1,2013/10/15,2014/7/4,-,KR,3,G01V3/02 | G01V5/00 | G01V3/38,11,21,1,10,0,3,30,4,10,3,10,1,1,授权 | 权利转移,授权发明
CN103694984B,2013/12/20,2016/9/7,-,CN,6,C09K8/64 | C08F220/06 | C08F220/58 | C08F220/56,5,5,3,0,2,1,61,0,0,1,61,1,1,未缴年费,授权发明
NO3146147B1,2015/5/22,2017/3/29,AU,AU,1,E21B43/08 | E21B33/12 | E21B43/10 | E21B43/12 | E21B43/16 | E21B43/25 | E21B43/26 | E21B43/38,-,6,0,0,9,16,10,0,0,16,10,1,16,授权,授权发明
DE602012059566T2,2012/3/13,2019/5/1,-,DE,9,E21B43/26 | E21B36/04 | E21B43/00,13,23,0,0,0,8,37,0,0,8,37,3,8,未缴年费,授权发明
IN437931B,2019/6/7,2023/7/14,AU | AU,AU | AU,3,E21B43/25 | E21B43/12 | E21B43/16 | E21B43/38 | E21B43/00,该数据不支持导出,37,0,0,0,8,14,0,0,6,12,1,5,授权,授权发明
MY155874A,2011/3/1,2015/12/15,GB | GB | GB,GB | GB | GB,1,E21B43/12 | E21B43/00 | E21B43/14,20,110,2,0,0,180,696,0,0,175,7,1,13,授权,授权发明
MYPI2012004228A0,2011/3/1,2011/9/25,GB | GB | GB | GB,GB | GB | GB | GB,1,E21B43/00,20,110,0,0,0,180,696,0,0,175,14,1,12,-,发明申请
DE602011049969T2,2011/3/1,2018/7/11,-,DE,1,E21B29/00 | E21B21/12 | E21B43/00 | E21C41/16 | E21C45/00 | E21B43/29,20,58,0,0,0,180,696,0,0,175,14,1,12,未缴年费,授权发明
MYPI2012004235A0,2011/3/1,2011/9/25,GB | GB | GB,GB | GB | GB,1,E21B43/12 | E21B43/00 | E21B43/14,20,110,0,0,0,180,696,0,0,175,14,1,12,授权,发明申请
AE2876B,2012/9/25,2020/11/9,GB,GB,1,E21B43/00,20,1,0,0,0,180,696,0,0,175,14,1,12,授权,授权发明
DE602013060428T2,2013/3/1,2019/9/11,-,DE,1,E21B23/12 | E21B17/18 | E21B43/14 | E21B41/00 | E21B33/047 | E21B33/00 | E21B43/10 | E21B17/00,19,68,0,0,0,180,696,0,0,175,14,1,5,未缴年费,授权发明
AT1178683T,2013/3/1,2019/9/15,GB,GB,1,E21B23/12,38,127,0,0,0,180,696,0,0,175,14,1,5,放弃-视为放弃,授权发明
NL2014286B1,2015/2/12,2017/3/2,-,NL,4,C12Q1/64 | G06F19/00,-,43,3,0,1,9,6,0,0,9,6,1,9,未缴年费,授权发明
NL2014286A,2015/2/12,2016/10/13,-,NL,4,C12Q1/64 | G06F19/00,-,43,0,0,0,9,6,0,0,9,6,1,9,未缴年费,发明申请
NO3256599B1,2016/2/9,2017/12/20,NL,NL,4,C12Q1/64 | E21B41/00 | E21B49/02 | G06F17/30,-,7,0,0,4,9,6,0,0,9,6,1,9,授权,授权发明
CN107167481A,2017/6/5,2017/9/15,-,CN,9,G01N23/04 | G01N3/30 | G01N3/32 | G01N33/24,5,8,4,3,8,1,3,1,3,1,3,1,1,驳回,发明申请
CN104989393A,2015/7/14,2015/10/21,-,CN,2,E21B49/00 | E21B43/26,8,6,9,1,1,1,1,1,1,1,1,1,1,驳回,发明申请
CN104445778B,2014/11/26,2016/5/25,-,CN,2,C02F9/10 | F02G5/02,4,6,7,0,0,2,23,0,0,1,18,1,1,授权 | 一案双申 | 权利转移,授权发明
CN105569594B,2016/3/17,2018/6/12,-,CN,6,E21B25/00 | E21B25/08,1,10,6,0,0,2,18,0,0,1,10,1,1,授权 | 一案双申,授权发明
CN108316859B,2018/2/7,2019/7/23,-,CN,9,E21B7/04 | E21B47/022 | E21B47/09,5,13,4,1,0,1,9,1,1,1,9,5,1,授权 | 权利转移,授权发明
CN110411905A,2019/5/28,2019/11/5,-,CN,4,G01N13/04 | G01N15/08,10,11,8,6,0,1,6,6,6,1,6,1,1,驳回,发明申请
CN110617049A,2019/9/30,2019/12/27,-,CN,10,E21B43/34 | E21B36/00,10,10,9,4,3,1,4,4,4,1,4,2,1,驳回,发明申请
CN109322618B,2018/10/19,2020/4/7,-,CN,1,E21B7/00,5,8,15,0,0,1,6,0,0,1,6,1,1,授权 | 权利转移,授权发明
CN106865835B,2015/12/10,2020/4/10,-,CN,10,C02F9/06,5,9,5,0,0,1,5,0,0,1,5,1,1,授权,授权发明
CN211598631U,2019/12/19,2020/9/29,-,CN,4,E21B47/00 | E21B43/34,10,11,1,0,0,1,0,0,0,1,0,1,1,授权,实用新型
CN114266204A,2021/12/23,2022/4/1,-,CN,13,G06F30/28 | G06F119/14,10,28,0,0,0,1,0,0,0,1,0,1,1,实质审查,发明申请
CN103266874B,2013/5/17,2015/8/26,-,CN,5,E21B43/26,9,22,4,0,3,1,22,0,0,1,22,1,1,授权,授权发明
CN106640017A,2016/3/8,2017/5/10,-,CN,5,E21B43/26,7,10,10,5,1,2,12,2,5,1,5,1,1,驳回 | 一案双申,发明申请
CN205370540U,2016/3/8,2016/7/6,-,CN,5,E21B43/26,7,10,0,7,0,2,12,6,6,1,7,1,1,未缴年费 | 一案双申,实用新型
CN106543961B,2016/11/4,2019/6/7,-,CN,4,C09K3/10 | C10M169/04 | C10N30/02 | C10N40/34,7,6,8,0,0,1,1,0,0,1,1,1,1,授权,授权发明
CN107622328B,2017/9/22,2019/11/5,-,CN,6,G06Q10/04 | G06Q50/02 | G06F17/50 | E21B43/26,6,20,5,0,4,1,25,0,0,1,25,1,1,未缴年费,授权发明
CN107387068B,2016/5/17,2020/5/22,-,CN,7,E21B49/00,10,11,5,0,0,1,9,0,0,1,9,2,1,授权,授权发明
CN109403942B,2017/8/15,2020/12/11,-,CN,7,E21B43/267,6,7,4,0,3,1,2,0,0,1,2,2,1,授权,授权发明
CN114737931A,2022/3/23,2022/7/12,-,CN,9,E21B43/08 | E21B47/00 | E21B47/06 | E21B34/02 | E21B41/00,16,11,39,3,1,1,3,3,3,1,3,1,1,授权,发明申请
CN115544756A,2022/9/29,2022/12/30,-,CN,6,G06F30/20 | G06T17/10 | G06F119/02,6,8,0,0,0,1,0,0,0,1,0,2,1,实质审查,发明申请
CN115985407A,2023/1/6,2023/4/18,-,CN,9,G16C20/20 | G16C20/70 | G06N20/20 | G06N5/01 | G06N3/042 | G06N3/048 | G06N3/084 | G06N3/0985,5,11,5,0,1,1,0,0,0,1,0,1,1,实质审查,发明申请
CN107817520A,2017/9/20,2018/3/20,-,CN,9,G01V1/30,10,15,5,13,2,1,13,10,13,1,13,2,1,授权,发明申请
CN107817520B,2017/9/20,2020/5/5,-,CN,9,G01V1/30,9,15,5,0,2,1,13,0,0,1,13,2,1,授权,授权发明
CN112924323A,2021/1/25,2021/6/8,-,CN,4,G01N7/04,10,23,11,2,0,2,4,2,2,2,4,1,2,授权,发明申请
CN115130754A,2022/6/30,2022/9/30,-,CN,6,G06Q10/04 | G06Q50/02 | G06K9/62 | E21B47/00,10,14,0,0,0,1,0,0,0,1,0,1,1,实质审查,发明申请
CN107956436A,2017/12/4,2018/4/24,-,CN,5,E21B21/01 | E21B21/06,6,5,6,6,0,1,6,6,6,1,6,2,1,驳回,发明申请
CN110056345B,2018/10/30,2020/11/24,-,CN,1,E21B49/00 | E21B47/12,4,7,9,1,0,1,1,1,1,1,1,1,1,未缴年费,授权发明
CN113111582A,2021/4/12,2021/7/13,-,CN,6,G06F30/27 | G06F30/28 | G06N3/04 | G06N3/08 | G06F113/08 | G06F119/14,10,20,3,8,1,1,8,8,8,1,8,1,1,授权,发明申请
CN103589412B,2013/11/6,2017/10/17,-,CN,8,C09K8/52,1,5,6,0,0,1,29,0,0,1,29,1,1,授权 | 质押 | 权利转移,授权发明
CN106317324B,2015/6/29,2018/6/15,-,CN,7,C08F220/58 | C08F220/56 | C08F220/06 | C09K8/68,16,11,6,0,1,1,5,0,0,1,5,2,1,授权,授权发明
CN105647503B,2016/1/4,2018/6/29,-,CN,4,C09K8/62,2,7,7,0,0,1,2,0,0,1,2,1,1,授权,授权发明
CN110849766A,2019/10/18,2020/2/28,-,CN,16,G01N7/04,10,14,16,5,8,1,5,3,5,1,5,2,1,授权,发明申请
CN116579387A,2023/7/14,2023/8/11,-,CN,8,G06N3/0464 | G06N3/08 | E21B43/00,7,8,8,0,0,1,0,0,0,1,0,2,1,授权 | 权利转移,发明申请
CN105204081B,2014/6/9,2016/8/31,-,CN,10,G01V5/04 | G01N33/24,3,11,6,0,4,1,7,0,0,1,7,2,1,授权,授权发明
CN107423844B,2017/6/6,2018/6/26,-,CN,5,G06Q10/04 | G06Q50/02,1,9,7,0,2,1,10,0,0,1,10,1,1,未缴年费,授权发明
CN106092820B,2016/6/24,2019/3/15,-,CN,10,G01N7/04 | G01N9/00,9,16,7,0,1,1,7,0,0,1,7,1,1,授权,授权发明
CN107642347B,2017/9/11,2019/12/20,-,CN,3,E21B43/26 | E21B47/00,10,20,5,0,0,1,10,0,0,1,10,1,1,授权,授权发明
CN108331567B,2018/3/14,2020/9/11,-,CN,1,E21B43/263,7,20,6,0,1,1,1,0,0,1,1,1,1,授权 | 质押 | 权利转移,授权发明
CN109751027B,2017/11/1,2021/1/5,-,CN,9,E21B43/26 | E21B43/267,8,11,5,0,1,1,7,0,0,1,7,2,1,授权,授权发明
CN115329521A,2021/5/10,2022/11/11,-,CN,2,G06F30/20 | G06F119/14,14,17,1,0,0,1,0,0,0,1,0,2,1,实质审查,发明申请
CN106753291A,2016/12/14,2017/5/31,-,CN,8,C09K8/32,4,5,3,5,0,1,5,0,4,1,5,1,1,驳回,发明申请
CN106093345B,2016/6/16,2017/12/8,-,CN,3,G01N33/24,4,11,8,0,0,1,18,0,0,1,18,2,1,授权,授权发明
CN107462508A,2017/8/16,2017/12/12,-,CN,9,G01N15/08,5,17,19,23,1,3,74,18,22,3,74,1,3,授权,发明申请
CN105954804B,2016/7/15,2017/12/1,-,CN,6,G01V1/50,30,58,6,0,0,1,26,0,0,1,26,1,1,授权,授权发明
CN103773355B,2014/1/15,2017/5/24,-,CN,2,C09K8/80,2,11,7,0,0,1,12,0,0,1,12,1,1,授权 | 权利转移,授权发明
CN104261587B,2014/9/26,2015/12/30,-,CN,10,C02F9/04 | C02F9/06,9,8,2,0,0,1,3,0,0,1,3,1,1,授权,授权发明
CN110107271A,2019/5/25,2019/8/9,-,CN,8,E21B43/241 | E21B43/26 | E21B43/24 | E21C41/24,8,8,9,6,1,1,6,4,6,1,6,1,1,授权,发明申请
RU2017118496A,2015/10/23,2018/12/4,US,US,1,C07C11/04,-,2,0,0,0,8,11,0,0,8,11,1,8,实质审查,发明申请
CN104533287B,2014/11/20,2017/3/8,-,CN,3,E21B7/04 | E21B43/263,7,11,5,0,0,4,54,0,0,4,27,1,1,未缴年费,授权发明
CN205714148U,2016/5/12,2016/11/23,-,CN,7,E21B43/26,10,6,0,4,0,1,4,2,4,1,4,2,1,授权,实用新型
CN105607147B,2015/12/21,2018/7/13,-,CN,4,G01V11/00,3,11,4,0,1,1,7,0,0,1,7,1,1,授权,授权发明
CN108361012B,2018/3/14,2020/9/8,-,CN,4,E21B43/263 | F42B3/22,7,20,7,0,0,1,1,0,0,1,1,1,1,授权,授权发明
CN108952668B,2017/5/17,2020/11/20,-,CN,7,E21B43/267,11,9,8,0,0,1,7,0,0,1,7,2,1,授权,授权发明
CN110084431B,2019/4/30,2020/12/11,-,CN,1,G06Q10/04 | G06Q50/06,8,15,6,0,0,1,4,0,0,1,4,1,1,授权,授权发明
CN113294134A,2021/5/31,2021/8/24,-,CN,8,E21B43/26 | E21B43/263 | E21B43/267,10,12,13,19,0,2,31,19,19,2,31,1,2,授权,发明申请
CN116510471A,2023/6/2,2023/8/1,-,CN,10,B01D53/22 | B01D53/00 | C10L3/10,9,19,14,0,0,1,0,0,0,1,0,1,1,实质审查,发明申请
CN105719339B,2016/1/15,2018/9/28,-,CN,7,G06T17/05,3,16,4,0,2,1,13,0,0,1,13,2,1,授权 | 权利转移,授权发明
CN106368648B,2015/9/8,2019/4/19,-,CN,2,E21B34/02,4,7,1,0,0,1,4,0,0,1,4,1,1,授权,授权发明
CN108717202B,2018/5/31,2020/1/17,-,CN,3,G01V1/30,5,9,7,0,3,1,4,0,0,1,4,2,1,授权,授权发明
CN109424347B,2017/8/30,2021/2/26,-,CN,5,E21B43/26 | E21B43/27 | E21B43/267,7,11,10,0,2,1,14,0,0,1,14,2,1,授权,授权发明
CN115450610A,2021/6/9,2022/12/9,-,CN,6,E21B49/00 | E21B47/00 | G06Q50/06,12,21,0,0,0,1,0,0,0,1,0,1,1,实质审查,发明申请
CN106840544A,2017/1/25,2017/6/13,-,CN,3,G01M3/26 | G01N1/22,10,18,6,5,0,1,5,5,5,1,5,1,1,未缴年费,发明申请
CN104594855B,2015/1/16,2018/3/20,-,CN,14,E21B43/00 | E21B43/02 | E21B36/02 | E21B43/34 | E21B47/00,9,9,6,0,0,2,15,0,0,1,11,1,1,授权 | 一案双申,授权发明
CN106840544B,2017/1/25,2018/12/21,-,CN,3,G01M3/26 | G01N1/22,9,18,6,0,0,1,5,0,0,1,5,1,1,未缴年费,授权发明
CN107989557B,2017/12/8,2019/7/16,-,CN,12,E21B17/043 | E21B17/042,5,8,7,0,0,1,1,0,0,1,1,2,1,授权 | 权利转移,授权发明
CN107476793B,2016/6/8,2020/2/21,-,CN,9,E21B43/26 | E21B43/116,9,7,8,0,1,1,6,0,0,1,6,2,1,授权,授权发明
CN107558992B,2017/10/25,2020/6/30,-,CN,10,E21B47/00 | E21B43/25 | G06Q50/02,5,9,7,0,2,1,8,0,0,1,8,2,1,授权,授权发明
CN109272845B,2018/9/21,2021/3/5,-,CN,7,G09B25/00,9,11,5,0,0,1,12,0,0,1,12,1,1,授权,授权发明
CN106703778B,2015/11/18,2021/3/26,-,CN,8,E21B43/267,4,6,6,0,0,1,25,0,0,1,25,2,1,授权 | 复审,授权发明
CN103196762B,2013/4/25,2014/10/15,-,CN,7,G01N3/36 | G01N13/04,7,11,3,0,2,2,111,0,0,1,76,1,1,授权 | 一案双申,授权发明
CN106988924A,2017/4/29,2017/7/28,-,CN,4,F02G5/00 | F28D21/00,1,5,2,2,0,1,2,2,2,1,2,1,1,驳回,发明申请
CN107884841A,2016/9/30,2018/4/6,-,CN,7,G01V9/00,10,12,5,0,1,1,0,0,0,1,0,2,1,授权,发明申请
CN107884841B,2016/9/30,2019/6/18,-,CN,7,G01V9/00,8,12,5,0,1,1,0,0,0,1,0,2,1,授权,授权发明
CN110410052B,2019/7/22,2020/4/17,-,CN,7,E21B43/26 | E21B43/27 | E21B47/002 | E21B47/10,1,12,9,0,0,1,1,0,0,1,1,1,1,授权,授权发明
CN204101357U,2014/8/12,2015/1/14,-,CN,4,G01N1/44,6,5,0,10,0,1,10,7,10,1,10,1,1,未缴年费,实用新型
CN104986885B,2015/7/29,2017/3/22,-,CN,2,C02F9/02 | C02F9/04 | C02F103/10,10,10,3,0,0,1,8,0,0,1,8,1,1,未缴年费,授权发明
CN104291733B,2014/9/16,2016/5/11,-,CN,14,C04B24/42 | C09K8/487 | C09K8/467 | C04B24/24,5,9,3,1,0,1,13,0,0,1,13,1,1,授权,授权发明
CN102704864B,2012/6/25,2015/10/28,-,CN,2,E21B17/08,4,7,7,0,0,2,7,0,0,1,3,2,1,未缴年费 | 一案双申,授权发明
CN103993867B,2014/5/29,2016/7/6,-,CN,7,E21B43/26,6,11,5,2,0,1,20,2,2,1,20,1,1,授权,授权发明
CN107916925A,2016/10/10,2018/4/17,-,CN,12,E21B49/00 | E21B49/08 | E21B47/00,18,14,4,2,0,1,2,2,2,1,2,2,1,驳回,发明申请
CN107237601B,2016/3/28,2018/12/28,-,CN,6,E21B7/00 | E21B7/02 | E21B33/13,9,8,4,0,0,1,5,0,0,1,5,2,1,授权,授权发明
CN106634895B,2016/12/13,2019/4/2,-,CN,5,C09K8/34 | C08G63/52 | E21B21/00,14,11,9,2,1,1,3,2,2,1,3,1,1,授权,授权发明
CN106251232B,2016/8/12,2019/9/6,-,CN,3,G06Q50/02,8,12,4,0,1,1,25,0,0,1,25,1,1,授权,授权发明
CN214196282U,2020/12/3,2021/9/14,-,CN,12,E21B43/34,9,9,0,0,0,1,0,0,0,1,0,1,1,授权,实用新型
CN116738123A,2023/5/6,2023/9/12,-,CN,5,G06F17/11 | G06F17/16 | G06F17/18 | E21B43/00,8,19,0,2,0,1,2,2,2,1,2,1,1,实质审查,发明申请
CN104775810B,2015/3/3,2016/5/18,-,CN,4,E21B49/00 | E21B43/26 | G06F19/00,4,14,6,2,4,1,67,2,2,1,67,1,1,未缴年费,授权发明
CN104806218B,2015/4/10,2017/6/30,-,CN,5,E21B43/26 | E21B28/00 | E21B36/00,9,11,6,0,0,1,4,0,0,1,4,1,1,授权,授权发明
CN105019844B,2015/6/9,2017/12/19,-,CN,4,E21B23/00,8,11,4,0,0,2,5,0,0,1,3,2,1,授权 | 一案双申 | 权利转移,授权发明
CN107366530B,2016/5/12,2020/2/21,-,CN,8,E21B43/26,12,8,6,0,1,1,13,0,0,1,13,2,1,授权,授权发明
CN108641695B,2018/6/13,2020/7/7,-,CN,7,C09K8/54 | A01N57/20 | A01N35/02 | A01P1/00,7,12,16,0,1,1,6,0,0,1,6,2,1,授权 | 权利转移,授权发明
CN116265701A,2021/12/17,2023/6/20,-,CN,5,E21B34/08 | E21B43/26,13,12,1,0,0,1,0,0,0,1,0,2,1,实质审查,发明申请
CN116773396A,2023/6/7,2023/9/19,-,CN,7,G01N7/04 | G01N15/08 | G01N9/36 | G06F17/10,10,17,8,0,1,1,0,0,0,1,0,1,1,实质审查,发明申请
CN105114281A,2015/8/21,2015/12/2,-,CN,2,F04B35/00 | F04B27/04 | F04B39/10 | F04B39/16 | F04B39/06 | F04B39/00,9,16,4,0,0,1,0,0,0,1,0,1,1,驳回 | 权利转移,发明申请
CN107829683B,2017/4/27,2019/3/29,-,CN,3,E21B7/04,1,6,5,0,6,1,19,0,0,1,19,1,1,授权 | 权利转移,授权发明
CN109490507B,2018/10/18,2019/11/22,-,CN,5,G01N33/24 | G01N5/00,3,9,5,1,0,1,19,0,1,1,19,1,1,授权,授权发明
CN107055888B,2017/6/30,2020/8/28,-,CN,6,C02F9/06 | C02F1/461 | C02F11/12,5,13,5,0,0,1,4,0,0,1,4,1,1,授权,授权发明
CN217762580U,2022/8/23,2022/11/8,-,CN,8,F16L43/00 | F16L55/02 | E21B17/00,5,7,0,0,0,1,0,0,0,1,0,1,1,授权,实用新型
CN103599792A,2013/11/15,2014/2/26,-,CN,8,B01J23/889 | B01J23/80 | B01J23/755 | C10L3/10,6,6,7,0,0,1,0,0,0,1,0,1,1,撤回-视为撤回,发明申请
CN106066291B,2016/6/16,2018/11/9,-,CN,5,G01N7/00 | G01N7/04 | G01N21/3504,8,12,7,0,3,2,17,0,0,1,13,2,1,授权 | 一案双申,授权发明
CN110715879B,2019/10/23,2021/3/12,-,CN,6,G01N7/04,1,6,5,0,3,1,3,0,0,1,3,1,1,授权,授权发明
CN115099151A,2022/7/1,2022/9/23,-,CN,7,G06F30/27 | G06N3/00 | G06N3/04 | G01N17/02 | G06F113/14 | G06F119/04,3,15,0,0,0,1,0,0,0,1,0,1,1,实质审查,发明申请
CN116792069A,2023/4/26,2023/9/22,-,CN,8,E21B43/26 | E21B43/263,4,11,0,2,0,1,2,2,2,1,2,1,1,实质审查,发明申请
CN103288426B,2013/5/28,2015/8/19,-,CN,2,C04B35/00 | C04B35/622 | C09K8/80,3,7,10,0,0,1,24,0,0,1,24,1,1,未缴年费,授权发明
CN104329063B,2014/10/20,2016/8/24,-,CN,8,E21B43/12,1,7,6,0,0,2,4,0,0,1,2,1,1,授权 | 一案双申 | 权利转移,授权发明
CN106317316B,2015/6/29,2019/1/18,-,CN,7,C08F220/56 | C08F220/06 | C09K8/74,14,9,7,0,0,1,2,0,0,1,2,2,1,授权,授权发明
CN107631105B,2017/9/15,2019/1/22,-,CN,2,F16L9/19 | F16L7/00 | F16L53/70 | F16L59/065 | G06F17/50,1,13,8,0,0,1,13,0,0,1,13,1,1,授权,授权发明
CN110243722A,2019/6/27,2019/9/17,-,CN,6,G01N7/10 | G01N15/08,10,15,0,0,0,1,0,0,0,1,0,1,1,撤回-视为撤回,发明申请
CN106892513B,2015/12/21,2019/10/11,-,CN,7,C02F9/04 | C02F103/10,17,16,8,0,0,1,12,0,0,1,12,1,1,授权,授权发明
CN112177598A,2019/7/1,2021/1/5,-,CN,10,E21B47/06 | E21B43/26 | G06F30/23 | G06F30/28,10,17,12,2,0,1,2,2,2,1,2,2,1,实质审查,发明申请
CN115128239A,2021/3/24,2022/9/30,-,CN,7,G01N33/24 | G06F30/20 | G06Q50/02,11,28,0,0,0,1,0,0,0,1,0,2,1,实质审查,发明申请
IL65089A,1982/2/23,1985/8/30,-,IL,-,C10B | C10B57/20,27,52,0,0,0,1,0,0,0,1,0,1,1,申请终止,发明申请
IN201741001797A,2017/1/17,2019/12/6,-,IN,1,G01V1/50,该数据不支持导出,38,0,0,0,7,22,0,0,7,22,1,7,公开,发明申请
DE602018044502T2,2018/1/17,2022/12/21,IN,IN,3,G01V1/30 | E21B47/00 | G01V1/50,5,24,0,0,0,7,22,0,0,7,22,1,7,未缴年费,授权发明
NO3571532B1,2018/1/17,2019/11/27,IN,IN,3,G01V1/30 | E21B47/00 | G01V1/50,5,4,0,0,9,7,22,0,0,7,22,1,7,授权,授权发明
AT1539381T,2018/1/17,2023/1/15,IN,IN,3,G01V1/30,15,39,0,0,0,7,22,0,0,7,22,1,7,放弃-视为放弃,授权发明
BR112014014677A8,2011/12/16,2017/6/27,-,BR,1,G06G7/48,29,21,0,0,0,9,15,0,0,9,15,1,9,撤回-未指定类型,发明申请
DE602012065460T2,2012/9/12,2019/11/6,-,DE,2,G01V99/00 | G06F17/18 | G01V1/50,13,31,0,0,0,6,41,0,0,6,41,1,6,未缴年费,授权发明
TH149409A,2013/2/20,2016/4/26,US,US,1,C07C51/09,27,1,0,0,0,41,117,0,0,39,116,1,39,公开,发明申请
HK1205499A,2015/6/19,2015/12/18,-,HK,1,C07C51/09 | C07C57/04 | C07C67/37 | C07D303/00 | C07D305/00 | C08G63/08 | C08G63/82 | C08F122/02 | C06Q30/02 | C07D305/12 | C08F120/06,27,25,0,0,0,41,117,0,0,39,116,1,39,授权,发明申请
LT2817285T,2013/2/20,2019/3/25,US | US | WO,US | US | WO,1,C07C51/09 | C07C57/04 | C07C67/37 | C07D303/00 | C07D305/00 | C07D305/12 | C08F120/06 | C08F122/02 | C08G63/08 | C08G63/82 | G06Q30/02,11,16,0,0,0,41,117,0,0,39,116,1,39,未缴年费,授权发明
DK2817285T3,2013/2/20,2019/4/1,US | US,US | US,1,C07C51/09 | C07C57/04 | C07C67/37 | C07D303/00 | C07D305/00 | C07D305/12 | C08F120/06 | C08F122/02 | C08G63/08 | C08G63/82 | G06Q30/02,11,21,0,0,0,41,117,0,0,39,116,1,39,未缴年费,授权发明
HRP20190420T1,2019/3/4,2019/4/19,US | US | WO,US | US | WO,1,C07C51/09 | C07C57/04 | C07C67/37 | C07D303/00 | C07D305/00 | C08G63/08 | C08G63/82 | C08F122/02 | G06Q30/02 | C07D305/12 | C08F120/06,-,2,0,0,0,41,117,0,0,39,116,1,39,未缴年费,授权发明
